Employee ID,Employee Name,Gender,Age,Date of Birth,Education,Department,Job Title,Employment Type,Location,Join Date,Years of Experience,Manager ID,Annual Salary INR,Bonus Percent,Bonus Amount INR,Performance Rating,Employment Status,Attrition,Leaves Taken,Leaves Available,Training Hours,Job Satisfaction Score,Overtime
EMP10136,Rupal Desai,Female,32,1992-04-12,M.Sc,Engineering,Lead Engineer,Full-Time,Delhi,2015-02-20,5,EMP10134,1268000,12.8,162304,Excellent,Terminated,Yes,5,25,87,7,Yes
EMP10137,Rohit Kumar,Male,37,1987-05-19,M.Sc,Sales,Regional Sales Head,Full-Time,Kolkata,2019-09-21,5,EMP10158,1316000,20.7,272412,Good,On Leave,No,6,24,58,2,Yes
EMP10138,Tushar Das,Male,30,1994-09-30,MCA,Customer Support,Support Team Lead,Full-Time,Delhi,2018-10-03,7,EMP10081,843000,7.7,64911,Good,On Leave,No,5,25,50,6,No
EMP10139,Swati Nair,Female,37,1987-07-29,MBA,Operations,Logistics Coordinator,Contract,Jaipur,2024-02-27,13,EMP10175,692000,12.3,85116,Below Average,Active,No,24,6,70,1,No
EMP10140,Anjali Agarwal,Female,43,1981-03-30,M.Tech,Sales,Regional Sales Head,Full-Time,Ahmedabad,2022-02-07,10,EMP10115,808000,10.1,81608,Good,Active,No,19,11,61,10,No
EMP10141,Aisha Bhatt,Female,33,1991-02-16,MBA,Customer Support,Support Analyst,Contract,Pune,2022-11-13,9,EMP10166,843000,17.8,150054,Excellent,Resigned,Yes,19,11,5,10,No
EMP10142,Kavya Shah,Female,38,1986-08-10,MBA,HR,HR Executive,Full-Time,Jaipur,2017-06-28,8,EMP10089,747000,12.5,93375,Good,Active,No,0,30,61,2,No
EMP10143,Amit Reddy,Male,34,1990-05-22,M.Com,R&D,R&D Engineer,Part-Time,Kolkata,2020-02-09,4,EMP10018,1543000,14.7,226821,Good,Active,No,9,21,5,2,Yes
EMP10144,Pooja Mehta,Female,42,1982-10-29,MBA,Operations,Operations Director,Full-Time,Ahmedabad,2021-03-10,6,EMP10048,627000,16.2,101574,Poor,Active,No,20,10,84,7,No
EMP10145,Pranav Agarwal,Male,49,1975-03-14,M.Tech,Operations,Logistics Coordinator,Full-Time,Noida,2022-11-26,7,EMP10138,496000,10.6,52576,Average,Resigned,Yes,5,25,46,6,Yes
EMP10146,Pallavi Nair,Female,32,1992-06-07,B.Com,Sales,Business Development Rep,Full-Time,Hyderabad,2021-11-08,7,EMP10158,1531000,7.3,111763,Good,Active,No,18,12,10,3,No
EMP10147,Amit Chopra,Male,31,1993-10-05,B.Sc,Sales,Regional Sales Head,Full-Time,Hyderabad,2021-09-08,3,EMP10043,1505000,12.7,191135,Good,Active,No,15,15,36,3,Yes
EMP10148,Rahul Shah,Male,43,1981-02-14,MCA,Finance,Accountant,Full-Time,Ahmedabad,2017-03-10,13,EMP10126,1528000,15.1,230728,Good,Active,No,5,25,10,10,Yes
EMP10149,Rajesh Bhatt,Male,42,1982-07-18,M.Sc,Sales,Sales Manager,Full-Time,Bangalore,2023-10-03,15,EMP10030,1486000,19.9,295714,Average,Active,No,8,22,99,9,No
EMP10150,Riya Bhatt,Female,30,1994-01-26,MCA,IT,Systems Administrator,Part-Time,Bangalore,2016-02-24,4,EMP10031,944000,22.5,212400,Excellent,Active,No,24,6,103,4,Yes
EMP10151,Tushar Agarwal,Male,43,1981-03-31,B.Sc,Marketing,Digital Marketing Specialist,Full-Time,Noida,2023-10-20,7,EMP10044,734000,21.1,154874,Average,Active,No,10,20,90,5,No
EMP10152,Karan Singh,Male,47,1977-08-29,BCA,R&D,R&D Manager,Full-Time,Delhi,2018-02-09,5,EMP10126,1921000,22.3,428383,Good,Active,No,4,26,73,5,No
EMP10153,Anjali Das,Female,37,1987-06-25,MCA,Engineering,DevOps Engineer,Full-Time,Bangalore,2022-10-16,15,EMP10163,1174000,14.1,165534,Good,Active,No,21,9,89,6,Yes
EMP10154,Ritu Mishra,Female,35,1989-06-25,B.Tech,HR,Talent Acquisition Specialist,Full-Time,Pune,2024-04-15,5,EMP10012,634000,15.9,100806,Excellent,Resigned,Yes,3,27,80,8,Yes
EMP10155,Aarav Agarwal,Male,44,1980-12-01,B.Com,Customer Support,Senior Support Analyst,Full-Time,Pune,2022-04-16,10,EMP10022,387000,22.5,87075,Below Average,Active,No,11,19,85,3,Yes
EMP10156,Swati Agarwal,Female,45,1979-04-09,B.Tech,Sales,Sales Executive,Full-Time,Kolkata,2015-01-05,7,EMP10003,1300000,6.6,85800,Average,Active,No,22,8,43,2,No
EMP10157,Rohit Verma,Male,35,1989-01-20,M.Tech,Finance,Financial Analyst,Full-Time,Hyderabad,2019-02-14,5,EMP10136,638000,12.7,81026,Below Average,Terminated,Yes,18,12,1,10,Yes
EMP10158,Nisha Agarwal,Female,30,1994-11-05,BCA,IT,Cybersecurity Analyst,Full-Time,Pune,2017-06-08,2,EMP10081,531000,7.8,41418,Excellent,Active,No,25,5,17,4,No
EMP10159,Rupal Iyer,Female,36,1988-07-13,BBA,Sales,Sales Executive,Full-Time,Mumbai,2017-04-21,9,EMP10127,1573000,15.2,239096,Average,Active,No,12,18,14,4,No
EMP10160,Priya Reddy,Female,44,1980-12-02,B.Tech,Engineering,Lead Engineer,Full-Time,Bangalore,2019-05-04,19,EMP10151,1283000,12.3,157809,Average,Resigned,Yes,2,28,1,5,Yes
EMP10161,Pallavi Iyer,Female,27,1997-06-23,MBA,Engineering,QA Engineer,Contract,Noida,2023-08-09,4,EMP10072,1288000,19.0,244720,Excellent,Active,No,2,28,39,2,Yes
EMP10162,Pranav Sharma,Male,30,1994-08-16,M.Sc,Engineering,Lead Engineer,Full-Time,Noida,2023-03-09,4,EMP10015,521000,9.9,51579,Below Average,Active,No,9,21,85,3,Yes
EMP10163,Mohit Reddy,Male,26,1998-03-15,B.Tech,Engineering,DevOps Engineer,Full-Time,Bangalore,2023-10-13,3,EMP10086,750000,12.4,93000,Average,Terminated,Yes,25,5,54,5,Yes
EMP10164,Shruti Bose,Female,33,1991-02-26,M.Sc,R&D,Principal Researcher,Full-Time,Bangalore,2015-08-16,8,EMP10173,2252000,16.3,367076,Good,Active,No,23,7,14,4,Yes
EMP10165,Mohit Reddy,Male,43,1981-09-24,M.Com,Customer Support,Customer Success Manager,Part-Time,Delhi,2017-01-03,2,EMP10064,800000,21.1,168800,Average,Active,No,13,17,117,6,No
EMP10166,Vivek Kumar,Male,26,1998-02-19,M.Com,Marketing,Digital Marketing Specialist,Full-Time,Chennai,2015-07-08,4,EMP10023,445000,22.5,100125,Below Average,Resigned,Yes,17,13,58,1,No
EMP10167,Tushar Mehta,Male,33,1991-07-09,B.Tech,Marketing,Brand Manager,Full-Time,Hyderabad,2021-08-20,8,EMP10105,710000,19.6,139160,Average,Resigned,Yes,0,30,29,9,No
EMP10168,Manish Shah,Male,36,1988-10-17,B.Com,Operations,Logistics Coordinator,Full-Time,Hyderabad,2016-03-01,4,EMP10024,836000,24.7,206492,Good,On Leave,No,1,29,117,4,No
EMP10169,Anjali Rao,Non-Binary,27,1997-09-02,BBA,HR,HR Executive,Full-Time,Hyderabad,2016-06-30,4,EMP10075,358000,16.8,60144,Excellent,Active,No,8,22,108,6,No
EMP10170,Arjun Mehta,Male,40,1984-02-04,B.Sc,IT,IT Support Analyst,Full-Time,Bangalore,2016-07-11,4,EMP10092,646000,7.1,45866,Good,Active,No,30,0,98,4,No
EMP10171,Nikhil Iyer,Male,48,1976-10-22,B.Tech,Sales,Business Development Rep,Contract,Jaipur,2017-05-30,11,EMP10174,611000,6.8,41548,Good,Active,No,9,21,33,3,Yes
EMP10172,Shalini Mehta,Female,29,1995-09-23,MBA,Customer Support,Support Analyst,Full-Time,Delhi,2016-02-22,7,EMP10051,367000,7.4,27158,Excellent,Resigned,Yes,26,4,51,6,Yes
EMP10173,Priya Sharma,Female,30,1994-11-22,MCA,Sales,Senior Sales Executive,Part-Time,Mumbai,2024-01-28,3,EMP10013,493000,23.1,113883,Below Average,Active,No,5,25,118,10,No
EMP10174,Sanjay Kumar,Male,40,1984-08-18,BBA,HR,Talent Acquisition Specialist,Full-Time,Noida,2017-02-05,9,EMP10166,573000,13.9,79647,Excellent,Active,No,9,21,63,7,No
EMP10175,Suresh Chopra,Male,25,1999-05-22,M.Com,Sales,Senior Sales Executive,Full-Time,Kolkata,2023-11-30,1,EMP10145,1102000,20.6,227012,Good,Active,No,16,14,41,7,No
EMP10176,Arjun Patel,Male,26,1998-10-01,BBA,Sales,Regional Sales Head,Contract,Mumbai,2019-01-04,2,EMP10148,635000,7.0,44450,Average,Active,No,27,3,102,7,No
EMP10177,Rajesh Rao,Male,33,1991-02-04,BBA,R&D,R&D Engineer,Full-Time,Noida,2021-08-20,1,EMP10127,1925000,19.0,365750,Below Average,Active,No,17,13,39,3,No
EMP10178,Priya Chopra,Female,50,1975-01-12,B.Tech,Engineering,Engineering Manager,Part-Time,Pune,2018-09-20,20,EMP10006,823000,21.1,173653,Good,Active,No,4,26,75,3,Yes
EMP10179,Sonal Das,Female,45,1979-07-14,M.Com,Customer Support,Support Director,Full-Time,Kolkata,2018-10-10,10,EMP10045,558000,7.7,42966,Good,On Leave,No,22,8,71,10,No
EMP10180,Deepak Iyer,Male,42,1982-12-21,M.Sc,Marketing,Digital Marketing Specialist,Full-Time,Hyderabad,2023-03-05,1,EMP10082,1121000,22.0,246620,Average,Active,No,29,1,103,10,Yes
EMP10181,Manish Sharma,Male,34,1990-07-23,MCA,Engineering,Senior Software Engineer,Full-Time,Pune,2018-08-01,3,EMP10003,1734000,22.7,393618,Excellent,Active,No,8,22,26,4,Yes
EMP10182,Sneha Das,Female,31,1993-10-28,M.Sc,IT,IT Manager,Full-Time,Kolkata,2016-11-12,7,EMP10167,1354000,22.6,306004,Good,Active,No,24,6,87,4,Yes
EMP10183,Aarav Nair,Male,45,1979-09-12,M.Com,IT,Network Engineer,Full-Time,Bangalore,2015-10-31,11,EMP10153,677000,22.8,154356,Good,Active,No,19,11,114,8,Yes
EMP10184,Aisha Kumar,Female,45,1979-07-18,B.Com,Operations,Operations Analyst,Full-Time,Jaipur,2018-09-18,7,EMP10170,479000,13.2,63228,Average,Terminated,Yes,9,21,38,4,Yes
EMP10185,Nisha Patel,Female,49,1975-03-04,B.Tech,Marketing,Marketing Manager,Full-Time,Bangalore,2019-10-18,3,EMP10053,918000,21.5,197370,Average,Active,No,5,25,81,5,Yes
EMP10186,Shruti Mishra,Female,38,1986-11-20,B.Com,Engineering,QA Engineer,Full-Time,Mumbai,2016-01-09,13,EMP10113,788000,12.4,97712,Good,Active,No,14,16,33,4,No
EMP10187,Kavya Sharma,Female,34,1990-06-03,B.Sc,Engineering,QA Engineer,Full-Time,Ahmedabad,2024-01-24,9,EMP10108,1268000,24.4,309392,Average,Active,No,30,0,68,8,Yes
EMP10188,Sneha Chopra,Female,26,1998-03-08,BBA,Engineering,DevOps Engineer,Contract,Hyderabad,2023-12-23,2,EMP10050,652000,24.0,156480,Good,On Leave,No,4,26,5,7,Yes
EMP10189,Nisha Desai,Non-Binary,35,1989-05-05,B.Sc,Finance,Finance Manager,Full-Time,Chennai,2023-02-26,13,EMP10118,491000,6.7,32897,Average,Active,No,29,1,111,1,No
EMP10190,Komal Verma,Female,24,2000-03-29,B.Com,Engineering,Software Engineer,Full-Time,Ahmedabad,2023-09-29,1,EMP10099,2048000,10.7,219136,Average,Active,No,20,10,62,10,No
EMP10191,Tushar Das,Male,32,1992-10-02,M.Com,Sales,Sales Executive,Contract,Mumbai,2018-09-19,4,EMP10078,403000,19.9,80197,Below Average,Terminated,Yes,9,21,35,8,Yes
EMP10192,Vikas Nair,Male,31,1993-09-11,B.Sc,Sales,Sales Manager,Full-Time,Kolkata,2021-10-13,2,EMP10096,694000,13.8,95772,Below Average,Active,No,26,4,7,9,Yes
EMP10193,Aakash Rao,Male,42,1982-10-17,BBA,Operations,Operations Analyst,Full-Time,Pune,2017-02-28,7,EMP10071,1158000,6.2,71796,Excellent,Active,No,11,19,105,8,No
EMP10194,Rahul Mishra,Male,30,1995-01-04,M.Tech,Engineering,DevOps Engineer,Part-Time,Chennai,2016-12-28,8,EMP10073,1631000,16.0,260960,Good,Resigned,Yes,0,30,49,1,Yes
EMP10195,Rajesh Mehta,Male,37,1987-01-26,MCA,IT,Systems Administrator,Full-Time,Mumbai,2022-04-22,7,EMP10034,1396000,5.4,75384,Average,Resigned,Yes,20,10,22,10,Yes
EMP10196,Divya Agarwal,Female,34,1990-08-23,M.Sc,Operations,Logistics Coordinator,Full-Time,Ahmedabad,2020-02-24,5,EMP10027,509000,14.3,72787,Average,Resigned,Yes,0,30,65,6,No
EMP10197,Arjun Nair,Male,38,1986-09-18,BCA,Engineering,Lead Engineer,Full-Time,Noida,2022-05-11,10,EMP10170,795000,8.0,63600,Average,Terminated,Yes,10,20,87,3,Yes
EMP10198,Sanjay Das,Male,48,1976-08-01,MCA,R&D,R&D Manager,Part-Time,Jaipur,2021-07-16,19,EMP10172,2161000,8.8,190168,Average,Active,No,11,19,64,5,Yes
EMP10199,Karan Mishra,Male,38,1986-08-08,BCA,Customer Support,Senior Support Analyst,Full-Time,Chennai,2023-02-18,6,EMP10085,572000,18.1,103532,Good,Active,No,11,19,33,10,No
EMP10200,Pranav Rao,Male,46,1978-03-12,B.Tech,Engineering,DevOps Engineer,Contract,Ahmedabad,2020-04-18,7,EMP10039,1450000,7.4,107300,Average,Active,No,4,26,25,6,No
EMP10201,Nisha Nair,Non-Binary,46,1978-08-17,B.Com,Customer Support,Senior Support Analyst,Full-Time,Kolkata,2020-06-20,11,EMP10054,882000,24.7,217854,Good,Active,No,24,6,99,3,Yes
EMP10202,Tushar Agarwal,Male,31,1993-02-04,M.Com,IT,IT Manager,Full-Time,Mumbai,2019-10-24,8,EMP10194,1124000,5.1,57324,Average,Active,No,26,4,67,4,Yes
EMP10203,Rahul Iyer,Male,45,1979-08-10,MCA,Operations,Operations Manager,Full-Time,Chennai,2019-04-21,17,EMP10187,897000,11.1,99567,Excellent,Active,No,16,14,76,9,No
EMP10204,Mohit Reddy,Male,42,1982-05-25,M.Sc,Operations,Operations Manager,Full-Time,Mumbai,2024-02-08,13,EMP10130,300000,9.6,28800,Average,Active,No,5,25,15,6,Yes
EMP10205,Rupal Patel,Female,47,1977-02-24,BCA,Operations,Operations Director,Full-Time,Kolkata,2022-06-04,4,EMP10032,965000,21.7,209405,Excellent,Active,No,17,13,32,8,Yes
EMP10206,Sanjay Verma,Male,37,1987-02-10,M.Tech,Operations,Operations Director,Full-Time,Noida,2021-12-25,10,EMP10073,1015000,7.7,78155,Below Average,Active,No,3,27,100,2,No
EMP10207,Aakash Gupta,Male,31,1993-05-19,M.Com,Sales,Sales Manager,Part-Time,Kolkata,2018-04-24,3,EMP10061,383000,16.0,61280,Below Average,Active,No,0,30,1,2,Yes
EMP10208,Rohit Chopra,Male,45,1979-07-18,MBA,Operations,Operations Analyst,Full-Time,Bangalore,2017-11-14,8,EMP10011,759000,24.8,188232,Good,Active,No,27,3,37,6,No
EMP10209,Sneha Shah,Female,42,1982-08-25,M.Com,Engineering,Senior Software Engineer,Full-Time,Pune,2018-09-08,12,EMP10047,1318000,24.1,317638,Good,Active,No,3,27,51,7,No
EMP10210,Aisha Kumar,Female,44,1980-12-11,MCA,HR,HR Executive,Part-Time,Noida,2022-10-22,2,EMP10047,1165000,8.2,95530,Good,Active,No,19,11,48,6,Yes
EMP10211,Nisha Mishra,Female,44,1980-01-25,M.Sc,Customer Support,Customer Success Manager,Full-Time,Jaipur,2019-08-12,15,EMP10186,268000,6.3,16884,Average,Active,No,18,12,28,6,Yes
EMP10212,Ankit Singh,Male,47,1977-06-13,MCA,IT,Cybersecurity Analyst,Full-Time,Bangalore,2015-02-17,6,EMP10083,1380000,22.0,303600,Below Average,Resigned,Yes,7,23,42,5,Yes
EMP10213,Rajesh Sharma,Male,30,1994-12-04,B.Tech,Marketing,Brand Manager,Part-Time,Kolkata,2023-12-26,8,EMP10027,485000,22.1,107185,Good,Active,No,12,18,52,1,Yes
EMP10214,Meera Chopra,Female,40,1984-04-12,M.Com,IT,Cybersecurity Analyst,Full-Time,Kolkata,2022-05-05,15,EMP10144,1035000,12.3,127305,Excellent,Active,No,24,6,79,10,No
EMP10215,Karan Mehta,Male,34,1990-04-24,MBA,HR,HR Executive,Full-Time,Mumbai,2018-12-25,11,EMP10127,1119000,10.8,120852,Average,Active,No,4,26,105,7,Yes
EMP10216,Ankit Gupta,Male,41,1983-07-20,M.Tech,Sales,Regional Sales Head,Contract,Noida,2023-01-14,11,EMP10198,526000,20.1,105726,Excellent,Active,No,28,2,57,8,Yes
EMP10217,Shalini Agarwal,Female,28,1996-08-30,M.Sc,Engineering,DevOps Engineer,Full-Time,Ahmedabad,2020-09-13,2,EMP10156,1851000,16.6,307266,Average,Active,No,28,2,41,9,No
EMP10218,Swati Joshi,Female,34,1990-05-19,B.Com,Operations,Logistics Coordinator,Full-Time,Jaipur,2018-04-19,8,EMP10180,1124000,7.7,86548,Good,Active,No,17,13,110,6,Yes
EMP10219,Rahul Singh,Male,27,1997-08-08,BCA,Operations,Operations Manager,Part-Time,Noida,2021-01-31,3,EMP10173,1025000,7.3,74825,Good,Active,No,23,7,114,9,No
EMP10220,Karan Shah,Male,43,1981-07-09,MBA,Finance,Accountant,Full-Time,Chennai,2015-08-06,2,EMP10016,769000,10.3,79207,Average,On Leave,No,22,8,100,5,Yes
EMP10221,Kavya Desai,Female,24,2000-03-15,BCA,Engineering,QA Engineer,Full-Time,Mumbai,2017-07-07,2,EMP10100,898000,15.2,136496,Average,Active,No,13,17,100,6,Yes
EMP10222,Riya Mehta,Female,25,1999-07-09,M.Tech,Sales,Sales Manager,Full-Time,Hyderabad,2023-04-13,3,EMP10048,712000,20.5,145960,Poor,Active,No,30,0,22,9,Yes
EMP10223,Nisha Kumar,Female,38,1986-06-10,M.Sc,Finance,CFO,Full-Time,Pune,2015-01-24,11,EMP10014,1328000,19.2,254976,Good,Active,No,24,6,119,10,No
EMP10224,Manish Chopra,Male,41,1983-04-01,BBA,Marketing,Digital Marketing Specialist,Full-Time,Pune,2020-11-02,3,EMP10055,1359000,8.2,111438,Average,Active,No,21,9,42,6,No
EMP10225,Shruti Bhatt,Female,44,1980-02-23,B.Tech,R&D,Research Analyst,Full-Time,Delhi,2022-07-02,12,EMP10175,1385000,9.8,135730,Average,Terminated,Yes,28,2,41,7,Yes
EMP10226,Aakash Reddy,Male,27,1997-10-27,M.Tech,Marketing,Content Writer,Full-Time,Bangalore,2019-12-31,4,EMP10043,392000,10.9,42728,Average,Active,No,30,0,98,9,Yes
EMP10227,Ritu Agarwal,Female,40,1984-03-22,MCA,Sales,Sales Executive,Full-Time,Mumbai,2021-01-11,14,EMP10184,1656000,21.3,352728,Excellent,Active,No,10,20,4,2,Yes
EMP10228,Komal Mehta,Female,31,1993-04-14,B.Tech,IT,Network Engineer,Full-Time,Jaipur,2019-05-09,8,EMP10165,1168000,13.7,160016,Excellent,Active,No,23,7,79,2,Yes
EMP10229,Kavya Iyer,Female,36,1988-07-08,MCA,Engineering,QA Engineer,Full-Time,Mumbai,2021-10-20,2,EMP10041,990000,20.3,200970,Good,Active,No,17,13,28,3,No
EMP10230,Amit Iyer,Male,49,1975-07-02,B.Sc,Legal,Compliance Officer,Full-Time,Jaipur,2021-03-17,18,EMP10022,696000,7.5,52200,Excellent,Active,No,9,21,26,6,Yes
EMP10231,Nikhil Kumar,Male,38,1986-05-03,MCA,Operations,Operations Manager,Full-Time,Jaipur,2017-03-06,4,EMP10166,470000,18.4,86480,Average,Active,No,17,13,9,5,Yes
EMP10232,Ananya Reddy,Female,39,1985-07-09,M.Sc,Sales,Senior Sales Executive,Full-Time,Pune,2016-02-14,10,EMP10169,1599000,6.4,102336,Good,Active,No,9,21,88,10,Yes
EMP10233,Sanjay Kumar,Male,35,1989-01-18,MBA,HR,HR Executive,Full-Time,Pune,2017-10-05,13,EMP10174,512000,19.2,98304,Average,Active,No,23,7,42,8,No
EMP10234,Karan Kumar,Male,46,1978-09-05,M.Tech,IT,Cybersecurity Analyst,Full-Time,Bangalore,2024-06-09,9,EMP10005,614000,22.8,139992,Good,Active,No,27,3,64,1,No
EMP10235,Arjun Bhatt,Male,28,1996-03-05,MBA,Sales,Business Development Rep,Full-Time,Chennai,2022-05-02,2,EMP10119,1067000,12.8,136576,Below Average,Active,No,16,14,65,2,No
EMP10236,Tushar Kumar,Male,43,1981-04-18,MCA,Engineering,DevOps Engineer,Full-Time,Hyderabad,2020-01-02,6,EMP10092,776000,16.3,126488,Average,Terminated,Yes,1,29,28,8,Yes
EMP10237,Suresh Chopra,Male,32,1992-05-29,B.Com,HR,Talent Acquisition Specialist,Full-Time,Jaipur,2020-04-07,8,EMP10190,329000,5.8,19082,Average,Active,No,8,22,74,9,Yes
EMP10238,Anjali Chopra,Female,33,1991-11-18,M.Sc,HR,Talent Acquisition Specialist,Full-Time,Kolkata,2017-07-01,9,EMP10002,706000,12.1,85426,Below Average,Active,No,16,14,112,3,No
EMP10239,Ritu Singh,Female,42,1982-01-22,M.Tech,Engineering,Senior Software Engineer,Full-Time,Pune,2019-01-23,20,EMP10124,1904000,21.3,405552,Average,Active,No,21,9,61,8,Yes
EMP10240,Rajesh Patel,Male,24,2000-09-22,MBA,Operations,Operations Manager,Full-Time,Mumbai,2021-08-23,1,EMP10067,421000,17.6,74096,Excellent,Active,No,29,1,23,9,No
EMP10241,Deepak Sharma,Male,29,1995-02-24,MBA,Marketing,Digital Marketing Specialist,Full-Time,Noida,2021-10-20,4,EMP10160,1310000,8.4,110040,Below Average,Active,No,21,9,65,5,Yes
EMP10242,Pranav Sharma,Male,33,1991-12-19,MBA,HR,HR Manager,Part-Time,Ahmedabad,2019-04-28,3,EMP10156,394000,5.3,20882,Average,Terminated,Yes,3,27,22,8,Yes
EMP10243,Anjali Mishra,Female,25,1999-03-11,BCA,Marketing,Digital Marketing Specialist,Full-Time,Jaipur,2024-04-12,1,EMP10059,1205000,15.4,185570,Good,Active,No,30,0,102,8,No
EMP10244,Komal Verma,Female,44,1981-01-02,BCA,IT,IT Manager,Full-Time,Jaipur,2017-11-08,16,EMP10066,808000,23.2,187456,Excellent,Active,No,6,24,0,1,Yes
EMP10245,Manish Agarwal,Male,45,1979-10-13,M.Com,HR,Talent Acquisition Specialist,Full-Time,Noida,2016-09-25,14,EMP10157,963000,16.7,160821,Good,Active,No,8,22,87,7,Yes
EMP10246,Rahul Bhatt,Male,28,1996-09-12,BBA,IT,Cybersecurity Analyst,Full-Time,Bangalore,2017-11-05,3,EMP10115,1042000,20.5,213610,Good,Active,No,25,5,89,3,Yes
EMP10247,Harsh Desai,Male,42,1982-03-18,M.Tech,Finance,Financial Analyst,Full-Time,Bangalore,2019-05-13,1,EMP10068,541000,21.5,116315,Good,Active,No,7,23,47,2,Yes
EMP10248,Aakash Iyer,Male,47,1977-07-30,B.Com,Customer Support,Support Director,Full-Time,Jaipur,2023-09-04,6,EMP10050,891000,14.9,132759,Excellent,Resigned,Yes,1,29,100,10,Yes
EMP10249,Aarav Kumar,Male,37,1987-05-18,M.Tech,Operations,Operations Analyst,Full-Time,Mumbai,2023-09-29,7,EMP10024,650000,18.4,119600,Good,Active,No,17,13,36,9,No
EMP10250,Suresh Bose,Male,24,2000-10-15,M.Com,Legal,Legal Manager,Full-Time,Chennai,2015-01-20,2,EMP10030,767000,13.1,100477,Excellent,Active,No,25,5,65,5,No
EMP10251,Swati Nair,Female,29,1995-09-01,BBA,R&D,R&D Manager,Full-Time,Delhi,2021-07-31,7,EMP10081,507000,14.6,74022,Good,Active,No,13,17,45,9,Yes
EMP10252,Ankit Nair,Male,25,1999-11-16,MCA,Sales,Sales Executive,Full-Time,Delhi,2017-01-01,2,EMP10189,958000,12.1,115918,Below Average,Active,No,6,24,30,4,No
EMP10253,Tushar Reddy,Male,45,1979-10-14,B.Tech,Sales,Senior Sales Executive,Part-Time,Jaipur,2016-05-06,3,EMP10124,1717000,24.1,413797,Good,Active,No,11,19,79,6,No
EMP10254,Divya Mishra,Female,27,1997-12-05,MCA,Customer Support,Senior Support Analyst,Part-Time,Ahmedabad,2018-02-21,4,EMP10139,453000,20.0,90600,Excellent,Active,No,1,29,64,6,No
EMP10255,Karan Chopra,Male,35,1989-02-27,M.Sc,IT,IT Manager,Full-Time,Pune,2022-09-24,1,EMP10067,345000,18.5,63825,Good,Active,No,5,25,70,5,Yes
EMP10256,Nikhil Mishra,Male,40,1984-06-11,M.Sc,R&D,R&D Manager,Part-Time,Hyderabad,2019-09-13,12,EMP10176,1216000,22.1,268736,Good,Active,No,7,23,104,2,No
EMP10257,Ritu Singh,Female,28,1996-03-20,B.Sc,Marketing,Digital Marketing Specialist,Full-Time,Jaipur,2024-01-14,1,EMP10185,670000,13.4,89780,Excellent,Terminated,Yes,10,20,100,8,No
EMP10258,Karan Kumar,Male,40,1984-08-31,M.Com,Customer Support,Support Analyst,Full-Time,Chennai,2024-02-16,9,EMP10093,720000,21.8,156960,Excellent,Active,No,17,13,71,5,No
EMP10259,Rupal Gupta,Female,24,2000-10-31,M.Tech,Engineering,DevOps Engineer,Part-Time,Kolkata,2022-04-15,1,EMP10098,2036000,10.7,217852,Good,Active,No,19,11,36,8,Yes
EMP10260,Aisha Desai,Female,31,1993-02-26,M.Sc,Operations,Operations Director,Full-Time,Chennai,2015-10-20,2,EMP10166,450000,11.9,53550,Good,Active,No,12,18,34,8,No
EMP10261,Nikhil Kumar,Male,44,1980-08-10,BCA,Marketing,Marketing Executive,Full-Time,Hyderabad,2023-02-28,8,EMP10027,828000,23.8,197064,Average,Active,No,3,27,8,8,Yes
EMP10262,Anjali Verma,Female,43,1981-12-19,MBA,HR,Talent Acquisition Specialist,Full-Time,Hyderabad,2015-12-12,13,EMP10135,604000,9.6,57984,Average,Active,No,26,4,21,1,Yes
EMP10263,Mohit Bose,Male,37,1987-03-22,MCA,Customer Support,Support Director,Full-Time,Noida,2021-02-24,8,EMP10162,362000,24.4,88328,Average,Active,No,23,7,81,10,No
EMP10264,Rahul Mishra,Male,39,1985-03-10,B.Tech,Operations,Operations Director,Full-Time,Mumbai,2024-01-10,3,EMP10134,743000,11.2,83216,Good,Active,No,26,4,97,3,No
EMP10265,Shruti Mishra,Female,49,1975-05-30,BCA,Marketing,Marketing Manager,Full-Time,Delhi,2023-08-04,14,EMP10144,914000,16.9,154466,Average,Active,No,13,17,50,4,Yes
EMP10266,Swati Joshi,Female,31,1993-12-09,B.Com,Operations,Operations Analyst,Full-Time,Chennai,2022-01-05,4,EMP10167,822000,20.3,166866,Below Average,Resigned,Yes,23,7,68,5,No
EMP10267,Karan Bose,Male,29,1995-04-24,B.Tech,Engineering,DevOps Engineer,Full-Time,Jaipur,2018-01-19,6,EMP10048,1706000,14.8,252488,Good,Active,No,3,27,36,5,Yes
EMP10268,Amit Shah,Male,40,1984-09-28,M.Com,IT,IT Manager,Full-Time,Mumbai,2018-11-01,14,EMP10021,973000,20.7,201411,Good,Active,No,26,4,96,3,Yes
EMP10269,Pooja Gupta,Female,32,1992-02-12,BBA,HR,Talent Acquisition Specialist,Full-Time,Kolkata,2024-04-15,1,EMP10189,408000,24.5,99960,Average,Active,No,1,29,25,8,Yes
EMP10270,Deepak Nair,Male,48,1976-11-22,B.Tech,R&D,Data Scientist,Full-Time,Pune,2023-05-09,18,EMP10171,1542000,7.4,114108,Good,Active,No,6,24,14,4,No
EMP10271,Karan Das,Male,49,1975-05-27,BBA,Engineering,Senior Software Engineer,Contract,Bangalore,2015-06-22,19,EMP10041,2043000,18.8,384084,Average,Active,No,15,15,11,10,No
